Pattern, Support-Frequence
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3']]], ['0.9882039159577611-127085']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Piena_T2_3']]], ['0.7961483664947188-81028']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.7960342806322512-39383']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Vuota_T1_0'], ['Piena_T2_3']]], ['0.7959542742561703-80978']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.7959015103838892-40470']]
[[[['Vuota_T0_3,Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T2_3']]], ['0.7958966434887115-92714']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Piena_T2_3']]], ['0.795841454439583-98405']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7958199536793582-71128']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_0'], ['Piena_T2_3']]], ['0.7958089293759546-72421']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_1'], ['Piena_T2_3']]], ['0.7957590607266798-87364']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1'], ['Piena_T2_3']]], ['0.7956753909584612-87615']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.7956436991429721-25716']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3']]], ['0.7956265769554247-44462']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2,Piena_T1_3'], ['Piena_T2_1']]], ['0.7955810716771051-22865']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2'], ['Vuota_T2_3,Piena_T2_3']]], ['0.795554750256689-26344']]
[[[['Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2']]], ['0.7955316742081447-30943']]
[[[['Vuota_T0_3,Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1']]], ['0.7955314467794553-104859']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.7954172684765844-32492']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.7954072472958851-89053']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_0'], ['Piena_T2_3']]], ['0.7951282163871081-72433']]
[[[['Vuota_T0_2,Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T2_2']]], ['0.7949919171257959-24097']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.7949225899528434-36917']]
[[[['Vuota_T0_2,Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Piena_T2_3']]], ['0.7948776243649496-90903']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3']]], ['0.794824223395652-33416']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Piena_T2_1']]], ['0.7947832864738469-28551']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.7947119518486673-40667']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2,Piena_T1_3'], ['Piena_T2_2']]], ['0.7947090654018304-23792']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Vuota_T1_1'], ['Piena_T2_3']]], ['0.7946310843686742-85577']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1'], ['Piena_T2_3']]], ['0.7946092093445309-85817']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1']]], ['0.7943906672943392-107999']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7943743761909082-43774']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_3']]], ['0.7941619991383024-36865']]
[[[['Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_3']]], ['0.7940934311795239-22183']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7939490256653993-53455']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Piena_T2_1']]], ['0.7939023821733252-34060']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.7938958785722859-72755']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_0']]], ['0.7936991088205884-72229']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7935929511584902-43773']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.7935555478478027-22879']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7933583441961021-49907']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.7932510172583135-33921']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_3'], ['Piena_T2_1']]], ['0.7931024837771313-28355']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7930448941614329-34093']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7927982321616172-65654']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.7927594745059694-100533']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_2']]], ['0.7925317754795926-70273']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0'], ['Piena_T2_3,Piena_T2_2']]], ['0.792521042678631-42747']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_1']]], ['0.792458603923702-46614']]
[[[['Piena_T0_3,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7924507777656913-43710']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3']]], ['0.7923697725605282-44280']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1,Piena_T0_3'], ['Piena_T2_3']]], ['0.7921850465032009-65585']]
[[[['Vuota_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7921201763065575-26418']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_2']]], ['0.7920899200577027-52712']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3,Piena_T1_3'], ['Vuota_T2_1']]], ['0.7920414876476907-47193']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3,Piena_T2_2']]], ['0.7920274069522799-42539']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3']]], ['0.791861962400206-46122']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1,Vuota_T1_1'], ['Piena_T2_3']]], ['0.7913866789401013-60181']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_2,Vuota_T1_0'], ['Vuota_T2_1']]], ['0.7913682155795603-47839']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7912259850456603-52592']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_0'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.791183085919928-52764']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_3,Vuota_T2_3']]], ['0.7907538112140128-116293']]
[[[['Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.7905334822232628-43892']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2,Piena_T0_2'], ['Vuota_T2_1']]], ['0.7903900198779903-23062']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_0'], ['Vuota_T2_1']]], ['0.7903284490457447-47788']]
[[[['Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Piena_T2_3']]], ['0.790146273298925-35058']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_2']]], ['0.7900670424602249-23687']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3,Vuota_T2_3,Vuota_T2_3']]], ['0.7900609560035848-115484']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3']]], ['0.7900520272694653-52845']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.7900465320631878-39560']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_0'], ['Vuota_T2_3,Vuota_T2_2']]], ['0.7899041719097861-32642']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2,Piena_T1_0'], ['Piena_T2_3']]], ['0.7898503342051729-21743']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.7897950580011696-116152']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Piena_T1_3']]], ['0.789643636562656-115423']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7888028424084582-45734']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_3,Vuota_T2_2,Vuota_T2_2']]], ['0.7887884737738676-115298']]
[[[['Piena_T0_0'], ['Piena_T1_3'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7886837760768423-52550']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.7886063491336889-68910']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_1']]], ['0.7885926496302357-98317']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.7885002395783421-32912']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.788334719581749-53077']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3']]], ['0.7883310719131614-29050']]
[[[['Piena_T0_3,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7883159292352963-43936']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_1']]], ['0.7881297218831448-47778']]
[[[['Vuota_T0_0,Piena_T0_2,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_3']]], ['0.7880244755244755-30651']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.7880169861538922-52701']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7880052212018088-33807']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.7879375568644352-32909']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7879105602940484-66881']]
[[[['Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_3'], ['Piena_T2_3']]], ['0.7875199208660768-28661']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_2'], ['Vuota_T2_2,Piena_T2_2']]], ['0.7874971320927874-65215']]
[[[['Vuota_T0_2,Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T2_1']]], ['0.7874305493776739-97365']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7872076420995376-46313']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2,Piena_T1_2'], ['Vuota_T2_1']]], ['0.7871643303496031-23304']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_3'], ['Piena_T2_3,Piena_T2_2']]], ['0.7871258070827627-44253']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_1']]], ['0.7871034641677548-102473']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T2_3,Vuota_T2_1']]], ['0.7869724390412378-56965']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7869039755788422-44080']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_1']]], ['0.786865524060646-47747']]
[[[['Vuota_T0_3,Piena_T0_2,Piena_T0_0,Piena_T0_1'], ['Piena_T1_0']]], ['0.7867672915145122-29086']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3']]], ['0.7866337695773439-36665']]
[[[['Piena_T0_2,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7864697999425673-32865']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_2'], ['Vuota_T2_1']]], ['0.7863816874259748-101584']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7863585615230932-53529']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Vuota_T1_3,Vuota_T1_3']]], ['0.7863575501036627-72823']]
[[[['Vuota_T0_3,Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3']]], ['0.7861872455902307-28971']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.7860815673276654-69253']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Piena_T2_3,Piena_T2_2']]], ['0.7859756859524787-44028']]
[[[['Piena_T0_0'], ['Piena_T1_2,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7859652952089927-36009']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_2']]], ['0.7858178151684154-49879']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.7857937794091805-80492']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_2']]], ['0.7856944957517548-34030']]
[[[['Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Piena_T1_3']]], ['0.785692068429238-30312']]
[[[['Vuota_T0_0'], ['Piena_T1_2,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7856039699217662-31029']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Vuota_T1_0'], ['Vuota_T2_0']]], ['0.7855647404582403-79921']]
[[[['Vuota_T0_0'], ['Piena_T1_3'], ['Vuota_T2_2,Piena_T2_3']]], ['0.7854704690411108-115516']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.7854445653716936-82994']]
[[[['Vuota_T0_0'], ['Piena_T1_3,Piena_T1_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.7853905592154143-63425']]
[[[['Vuota_T0_3,Vuota_T0_2,Piena_T0_0,Piena_T0_1'], ['Piena_T2_1']]], ['0.7853154752299499-24333']]
[[[['Vuota_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3'], ['Piena_T2_1']]], ['0.7852392750032599-24088']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_2']]], ['0.7852230207281582-66104']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.7851824485620098-82887']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.785179261108727-80506']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_1']]], ['0.7851713466721809-110114']]
[[[['Piena_T0_0'], ['Piena_T1_3,Piena_T1_0'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7851541772301162-39951']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_0']]], ['0.7851341302980038-82359']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_0']]], ['0.7851142225497421-79905']]
[[[['Vuota_T0_3,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_1']]], ['0.7850941550501345-102728']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3,Vuota_T2_1']]], ['0.7850535173434566-57283']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_0'], ['Vuota_T2_0']]], ['0.7849170005724099-82275']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Piena_T1_1'], ['Vuota_T2_3,Piena_T2_1']]], ['0.7848362578586844-25092']]
[[[['Vuota_T0_2,Piena_T0_0,Piena_T0_1'], ['Piena_T2_1']]], ['0.7847440856346136-26172']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_1']]], ['0.7846159707406278-102973']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.7846132672722268-62711']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Piena_T1_1'], ['Vuota_T2_3,Piena_T2_1']]], ['0.7845054299062529-25356']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_1']]], ['0.7843030018255907-101819']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_1']]], ['0.7840990240418948-102114']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.7840948346393702-86252']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7840262295081967-59782']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0'], ['Piena_T2_3,Piena_T2_2']]], ['0.7840254983112126-32962']]
[[[['Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3']]], ['0.7840209990976951-28674']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_0']]], ['0.783997950332156-85680']]
[[[['Vuota_T0_3,Piena_T0_3,Piena_T0_0,Piena_T0_1'], ['Piena_T1_0']]], ['0.7839602856460219-29531']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_0'], ['Piena_T2_2']]], ['0.7839531968240702-33768']]
[[[['Vuota_T0_2,Vuota_T0_2,Piena_T0_0'], ['Piena_T2_3']]], ['0.7837739761534473-30238']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3,Piena_T0_3'], ['Vuota_T1_1']]], ['0.7837252390943026-57527']]
[[[['Piena_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7836457165233798-44026']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_3']]], ['0.7835777612063966-28371']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7831105974138554-108406']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_3']]], ['0.7827168594002023-28631']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Piena_T1_3,Piena_T1_2']]], ['0.7827132295485965-52088']]
[[[['Piena_T0_0'], ['Piena_T1_2,Piena_T1_0'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7825676008876469-38086']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_0']]], ['0.7825303110173959-74223']]
[[[['Piena_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.782401221607177-49188']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_2']]], ['0.7823615339939105-44453']]
[[[['Vuota_T0_0,Vuota_T0_1'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7822029136458947-57075']]
[[[['Vuota_T0_2,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.7821168866145973-23232']]
[[[['Vuota_T0_0'], ['Vuota_T1_3,Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_1']]], ['0.781913005909673-101350']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_3'], ['Vuota_T2_3,Vuota_T2_1']]], ['0.7814312467046054-85959']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.7812592083292408-23862']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_1']]], ['0.7811387070185534-100456']]
[[[['Vuota_T0_2,Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_3']]], ['0.7807685982128173-28484']]
[[[['Vuota_T0_2,Piena_T0_3,Piena_T0_0'], ['Piena_T1_3,Piena_T1_2']]], ['0.7804587897288562-34771']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_0'], ['Vuota_T2_3,Vuota_T2_1']]], ['0.7804384825137712-85291']]
[[[['Piena_T0_2,Piena_T0_2,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7803046556532933-36370']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3,Piena_T1_0'], ['Piena_T2_2']]], ['0.7802693290927756-38763']]
[[[['Vuota_T0_0,Vuota_T0_1,Vuota_T0_1,Piena_T0_3'], ['Vuota_T1_0']]], ['0.780251238072231-64597']]
[[[['Piena_T0_0'], ['Vuota_T1_2,Vuota_T1_2'], ['Piena_T2_3']]], ['0.780210020375111-29868']]
[[[['Vuota_T0_2,Vuota_T0_0'], ['Vuota_T1_3,Piena_T1_3'], ['Vuota_T2_1']]], ['0.7801754891989131-102785']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Piena_T1_3,Piena_T1_2']]], ['0.7801268006153559-33469']]
[[[['Piena_T0_2,Piena_T0_0'], ['Vuota_T1_2'], ['Piena_T2_3,Piena_T2_2']]], ['0.780108221998755-32582']]
[[[['Vuota_T0_0,Piena_T0_3,Piena_T0_2'], ['Piena_T1_3'], ['Piena_T2_2']]], ['0.7799513813606649-47485']]
[[[['Vuota_T0_0,Piena_T0_2'], ['Vuota_T1_1,Vuota_T1_0'], ['Vuota_T2_0']]], ['0.7798956547944174-41407']]
[[[['Vuota_T0_2,Piena_T0_2,Piena_T0_0,Piena_T0_1'], ['Piena_T1_0']]], ['0.7797433352240499-21995']]
[[[['Vuota_T0_0'], ['Vuota_T1_2,Piena_T1_3'], ['Vuota_T2_1']]], ['0.7796413337204369-104730']]
[[[['Vuota_T0_0,Vuota_T0_1,Piena_T0_2'], ['Vuota_T1_3,Piena_T1_2']]], ['0.779539959936451-56427']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_3'], ['Vuota_T2_1']]], ['0.7795053868756121-101872']]
[[[['Vuota_T0_0'], ['Vuota_T1_0,Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7794790514070397-52130']]
[[[['Vuota_T0_0'], ['Vuota_T1_1,Piena_T1_3'], ['Vuota_T2_1,Piena_T2_3']]], ['0.7793660114107429-88928']]
[[[['Vuota_T0_3,Vuota_T0_0,Piena_T0_2'], ['Vuota_T2_2,Vuota_T2_2']]], ['0.7793479118970553-69104']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Piena_T1_3,Piena_T1_1']]], ['0.7791711342128572-33428']]
[[[['Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2'], ['Vuota_T2_1']]], ['0.7789618941194999-103866']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_2'], ['Piena_T2_1']]], ['0.7788246663042822-25790']]
[[[['Vuota_T0_3,Piena_T0_0,Piena_T0_1'], ['Piena_T1_0']]], ['0.7787515733532236-33410']]
[[[['Piena_T0_0'], ['Vuota_T1_3,Vuota_T1_3'], ['Vuota_T2_2']]], ['0.7786094965418514-45143']]
[[[['Piena_T0_0,Piena_T0_1'], ['Vuota_T1_3,Vuota_T1_2'], ['Piena_T2_1']]], ['0.7784248023683269-23928']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_1'], ['Piena_T2_3,Piena_T2_2']]], ['0.778360561075957-32351']]
[[[['Vuota_T0_3,Piena_T0_0'], ['Piena_T1_0'], ['Piena_T2_2']]], ['0.7782314490003259-40598']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T1_3'], ['Vuota_T2_2']]], ['0.7781700035124692-44309']]
[[[['Vuota_T0_2,Vuota_T0_0,Piena_T0_3'], ['Vuota_T1_2,Vuota_T1_1']]], ['0.7781569965870307-105792']]
[[[['Vuota_T0_3,Vuota_T0_3,Piena_T0_0'], ['Vuota_T2_3,Piena_T2_3']]], ['0.7781268778435917-45322']]
[[[['Vuota_T0_0'], ['Piena_T1_2'], ['Vuota_T2_3,Piena_T2_2']]], ['0.7779635942625587-72570']]
